Value Set Name,External ID,Value Set ID,Code system,Code,Description,Output Reason,Single Soft,Single Hard,Hard,Soft,Only if these Codes are not present,Reason,NDC Required
,,,HCPCS,J3373,"Injection, vancomycin hydrochloride, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3394,"Injection, lovotibeglogene autotemcel, per treatment",Included rule,,,,,,,Yes
,,,HCPCS,J3245,"Injection, tildrakizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3243,"Injection, tigecycline, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3591,Unclassified drug or biological used for esrd on dialysis,Included rule,,,,,,,Yes
,,,HCPCS,J7120,"Ringers lactate infusion, up to 1000 cc",Included rule,,,,,,,Yes
,,,HCPCS,J7173,"Injection, concizumab-mtci, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7060,5% dextrose/water (500 ml = 1 unit),Included rule,,,,,,,Yes
,,,HCPCS,J3425,"Injection, hydroxocobalamin, intramuscular, 10 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Included rule,,,,,,,Yes
,,,HCPCS,J9314,"Injection, pemetrexed (teva), not therapeutically equivalent to j9305, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9297,"Injection, pemetrexed (sandoz), not therapeutically equivalent to j9305, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4145,"Epifix, injectable, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0603,"Sevelamer hydrochloride (renagel or therapeutically equivalent), oral, 20 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0602,"Sevelamer carbonate (renvela or therapeutically equivalent), oral, powder, 20 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0574,"Buprenorphine/naloxone, oral, greater than 6 mg, but less than or equal to 10 mg buprenorphine",Included rule,,,,,,,Yes
,,,HCPCS,J0585,"Injection, onabotulinumtoxina, 1 unit",Included rule,,,,,,,Yes
,,,HCPCS,J0285,"Injection, amphotericin b, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0561,"Injection, penicillin g benzathine, 100,000 units",Included rule,,,,,,,Yes
,,,HCPCS,J0480,"Injection, basiliximab, 20 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0571,"Buprenorphine, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0573,"Buprenorphine/naloxone, oral, greater than 3 mg, but less than or equal to 6 mg buprenorphine",Included rule,,,,,,,Yes
,,,HCPCS,J0291,"Injection, plazomicin, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0208,"Injection, sodium thiosulfate (pedmark), 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4310,"Procenta, per 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8655,"Netupitant 300 mg and palonosetron 0.5 mg, oral",Included rule,,,,,,,Yes
,,,HCPCS,J7505,"Muromonab-cd3, parenteral, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7309,"Methyl aminolevulinate (mal) for topical administration, 16.8%, 1 gram",Included rule,,,,,,,Yes
,,,HCPCS,J1655,"Injection, tinzaparin sodium, 1000 iu",Included rule,,,,,,,Yes
,,,HCPCS,J3355,"Injection, urofollitropin, 75 iu",Included rule,,,,,,,Yes
,,,HCPCS,A9601,"Flortaucipir f 18 injection, diagnostic, 1 millicurie",Included rule,,,,,,,Yes
,,,HCPCS,A9615,"Injection, pegulicianine, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,A9576,"Injection, gadoteridol, (prohance multipack), per ml",Included rule,,,,,,,Yes
,,,HCPCS,A9578,"Injection, gadobenate dimeglumine (multihance multipack), per ml",Included rule,,,,,,,Yes
,,,HCPCS,A9581,"Injection, gadoxetate disodium, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J9349,"Injection, tafasitamab-cxix, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3032,"Injection, eptinezumab-jjmr, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1201,"Injection, cetirizine hydrochloride, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9143,"Cocaine hydrochloride nasal solution (numbrino), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0596,"Injection, c1 esterase inhibitor (recombinant), ruconest, 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J9032,"Injection, belinostat, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9257,"Injection, bevacizumab, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9293,"Injection, glucarpidase, 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J2350,"Injection, ocrelizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2797,"Injection, rolapitant, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2502,"Injection, pasireotide long acting, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2327,"Injection, risankizumab-rzaa, intravenous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2404,"Injection, nicardipine, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2357,"Injection, omalizumab, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2354,"Injection, octreotide, non-depot form for subcutaneous or intravenous injection, 25 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J1938,"Injection, furosemide, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1956,"Injection, levofloxacin, 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2281,"Injection, moxifloxacin (fresenius kabi), not therapeutically equivalent to j2280, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2175,"Injection, meperidine hydrochloride, per 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2290,"Injection, nafcillin sodium, 20 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2267,"Injection, mirikizumab-mrkz, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7351,"Injection, bimatoprost, intracameral implant, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J7500,"Azathioprine, oral, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7332,"Hyaluronan or derivative, triluron, for intra-articular injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7330,"Autologous cultured chondrocytes, implant",Included rule,,,,,,,Yes
,,,HCPCS,J7512,"Prednisone, immediate release or delayed release, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7502,"Cyclosporine, oral, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Included rule,,,,,,,Yes
,,,HCPCS,J7196,"Injection, antithrombin recombinant, 50 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7199,"Hemophilia clotting factor, not otherwise classified",Included rule,,,,,,,Yes
,,,HCPCS,Q5114,"Injection, trastuzumab-dkst, biosimilar, (ogivri), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1410,"Injection, estrogen conjugated, per 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1370,"Injection, esomeprazole sodium, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1440,"Fecal microbiota, live - jslm, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J1412,"Injection, valoctocogene roxaparvovec-rvox, per ml, containing nominal 2 x 10^13 vector genomes",Included rule,,,,,,,Yes
,,,HCPCS,J1162,"Injection, digoxin immune fab (ovine), per vial",Included rule,,,,,,,Yes
,,,HCPCS,J1212,"Injection, dmso, dimethyl sulfoxide, 50%, 50 ml",Included rule,,,,,,,Yes
,,,HCPCS,J1323,"Injection, elranatamab-bcmm, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1306,"Injection, inclisiran, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0133,"Injection, acyclovir, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0169,"Injection, epinephrine (adrenalin), not therapeutically equivalent to j0165, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0153,"Injection, adenosine, 1 mg (not to be used to report any adenosine phosphate compounds)",Included rule,,,,,,,Yes
,,,HCPCS,J1885,"Injection, ketorolac tromethamine, per 15 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",Included rule,,,,,,,Yes
,,,HCPCS,J1921,"Injection, labetalol hydrochloride (hikma), not therapeutically equivalent to j1920, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1741,"Injection, ibuprofen, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1643,"Injection, heparin sodium (pfizer), not therapeutically equivalent to j1644, per 1000 units",Included rule,,,,,,,Yes
,,,HCPCS,J1700,"Injection, hydrocortisone acetate, up to 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1556,"Injection, immune globulin (bivigam), 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1560,"Injection, gamma globulin, intramuscular, over 10 cc",Included rule,,,,,,,Yes
,,,HCPCS,J1595,"Injection, glatiramer acetate, 20 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1573,"Injection, hepatitis b immune globulin (hepagam b), intravenous, 0.5 ml",Included rule,,,,,,,Yes
,,,HCPCS,J3385,"Injection, velaglucerase alfa, 100 units",Included rule,,,,,,,Yes
,,,HCPCS,J3392,"Injection, exagamglogene autotemcel, per treatment",Included rule,,,,,,,Yes
,,,HCPCS,J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3244,"Injection, tigecycline (accord), not therapeutically equivalent to j3243, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3530,Nasal vaccine inhalation,Included rule,,,,,,,Yes
,,,HCPCS,J3590,Unclassified biologics,Included rule,,,,,,,Yes
,,,HCPCS,J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7174,"Injection, fitusiran, 0.04 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3470,"Injection, hyaluronidase, up to 150 units",Included rule,,,,,,,Yes
,,,HCPCS,J3490,Unclassified drugs,Included rule,,,,,,,Yes
,,,HCPCS,J9322,"Injection, pemetrexed (bluepoint), not therapeutically equivalent to j9305, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9328,"Injection, temozolomide, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9332,"Injection, efgartigimod alfa-fcab, 2mg",Included rule,,,,,,,Yes
,,,HCPCS,J9301,"Injection, obinutuzumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9312,"Injection, rituximab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4155,"Neoxflo or clarixflo, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0578,"Injection, buprenorphine extended release (brixadi), greater than 7 days and up to 28 days of therapy",Included rule,,,,,,,Yes
,,,HCPCS,J0575,"Buprenorphine/naloxone, oral, greater than 10 mg buprenorphine",Included rule,,,,,,,Yes
,,,HCPCS,J0593,"Injection, lanadelumab-flyo, 1 mg (code may be used for medicare when drug administered under direct supervision of a physician, not for use when drug is self-administered)",Included rule,,,,,,,Yes
,,,HCPCS,J0391,"Injection, artesunate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0475,"Injection, baclofen, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0456,"Injection, azithromycin, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0330,"Injection, succinylcholine chloride, up to 20 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0290,"Injection, ampicillin sodium, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0216,"Injection, alfentanil hydrochloride, 500 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J0278,"Injection, amikacin sulfate, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0180,"Injection, agalsidase beta, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5128,"Injection, ranibizumab-eqrn (cimerli), biosimilar, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5134,"Injection, natalizumab-sztn (tyruko), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5130,"Injection, pegfilgrastim-pbbk (fylnetra), biosimilar, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9997,"Injection, ustekinumab-ttwe (pyzchiva), intravenous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9957,"Injection, perflutren lipid microspheres, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q5151,"Injection, eculizumab-aagh (epysqli), biosimilar, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9959,"High osmolar contrast material, 150-199 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,J2802,"Injection, romiplostim, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2798,"Injection, risperidone, (perseris), 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2778,"Injection, ranibizumab, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2788,"Injection, rho d immune globulin, human, minidose, 50 micrograms (250 i.u.)",Included rule,,,,,,,Yes
,,,HCPCS,J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",Included rule,,,,,,,Yes
,,,HCPCS,J2720,"Injection, protamine sulfate, per 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2795,"Injection, ropivacaine hydrochloride, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2515,"Injection, pentobarbital sodium, per 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2599,"Injection, vasopressin (american regent), not therapeutically equivalent to j2598, 1 unit",Included rule,,,,,,,Yes
,,,HCPCS,S0119,"Ondansetron, oral, 4 mg (for circumstances falling under the medicare statute, use hcpcs q code)",Included rule,,,,,,,Yes
,,,HCPCS,S0145,"Injection, pegylated interferon alfa-2a, 180 mcg per ml",Included rule,,,,,,,Yes
,,,HCPCS,S0136,"Clozapine, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0183,"Prochlorperazine maleate, oral, 5 mg (for circumstances falling under the medicare statute, use q0164)",Included rule,,,,,,,Yes
,,,HCPCS,S0092,"Injection, hydromorphone hydrochloride, 250 mg (loading dose for infusion pump)",Included rule,,,,,,,Yes
,,,HCPCS,Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,Q0161,"Chlorpromazine hydrochloride, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,Q0169,"Promethazine hydrochloride, 12.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,S0189,"Testosterone pellet, 75 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0074,"Injection, cefotetan disodium, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9145,"Injection, aprepitant, (aponvie), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,A9697,"Injection, carboxydextran-coated superparamagnetic iron oxide, per study dose",Included rule,,,,,,,Yes
,,,HCPCS,A9583,"Injection, gadofosveset trisodium, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,Q5120,"Injection, pegfilgrastim-bmez (ziextenzo), biosimilar, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9101,"Injection, oliceridine, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J2407,"Injection, oritavancin (orbactiv), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9039,"Injection, blinatumomab, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J1326,"Injection, zolbetuximab-clzb, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9285,"Lidocaine 70 mg/tetracaine 70 mg, per patch",Included rule,,,,,,,Yes
,,,HCPCS,J3380,"Injection, vedolizumab, intravenous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9119,"Injection, cemiplimab-rwlc, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0642,"Injection, levoleucovorin (khapzory), 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2326,"Injection, nusinersen, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2840,"Injection, sebelipase alfa, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9295,"Injection, necitumumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0565,"Injection, bezlotoxumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2329,"Injection, ublituximab-xiiy, 1mg",Included rule,,,,,,,Yes
,,,HCPCS,J2323,"Injection, natalizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1980,"Injection, hyoscyamine sulfate, up to 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1961,"Injection, lenacapavir (only for use as hiv treatment), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1941,"Injection, furosemide (furoscix), 20 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1944,"Injection, aripiprazole lauroxil, (aristada), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2185,"Injection, meropenem, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2184,"Injection, meropenem (b. braun), not therapeutically equivalent to j2185, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2260,"Injection, milrinone lactate, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2272,"Injection, morphine sulfate (fresenius kabi), not therapeutically equivalent to j2270, up to 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7520,"Sirolimus, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7601,"Ensifentrine, inhalation suspension, fda approved final product, non-compounded, administered through dme, unit dose form, 3 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7354,"Cantharidin for topical administration, 0.7%, single unit dose applicator (3.2 mg)",Included rule,,,,,,,Yes
,,,HCPCS,J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Included rule,,,,,,,Yes
,,,HCPCS,J7304,"Contraceptive supply, hormone containing patch, each",Included rule,,,,,,,Yes
,,,HCPCS,J7306,"Levonorgestrel (contraceptive) implant system, including implants and supplies",Included rule,,,,,,,Yes
,,,HCPCS,J7298,"Levonorgestrel-releasing intrauterine contraceptive system (mirena), 52 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7352,"Afamelanotide implant, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7509,"Methylprednisolone oral, per 4 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7194,"Factor ix, complex, per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,Q5098,"Injection, ustekinumab-srlf (imuldosa), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5105,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for esrd on dialysis), 100 units",Included rule,,,,,,,Yes
,,,HCPCS,J0584,"Injection, burosumab-twza 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0600,"Injection, edetate calcium disodium, up to 1000 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0587,"Injection, rimabotulinumtoxinb, 100 units",Included rule,,,,,,,Yes
,,,HCPCS,J0458,"Injection, aztreonam/avibactam, 7.5 mg/2.5 mg (10 mg)",Included rule,,,,,,,Yes
,,,HCPCS,J0364,"Injection, apomorphine hydrochloride, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0390,"Injection, chloroquine hydrochloride, up to 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0289,"Injection, amphotericin b liposome, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0256,"Injection, alpha 1 proteinase inhibitor (human), not otherwise specified, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9999,"Not otherwise classified, antineoplastic drugs",Included rule,,,,,,,Yes
,,,HCPCS,J9026,"Injection, tarlatamab-dlle, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8610,"Methotrexate; oral, 2.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8705,"Topotecan, oral, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7683,"Triamcinolone, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7681,"Terbutaline sulfate, inhalation solution, compounded product, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7658,"Isoproterenol hcl, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7628,"Bitolterol mesylate, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J0873,"Injection, daptomycin (xellia), not therapeutically equivalent to j0878 or j0872, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0706,"Injection, caffeine citrate, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0736,"Injection, clindamycin phosphate, 300 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0716,"Injection, centruroides immune f(ab)2, up to 120 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J0742,"Injection, imipenem 4 mg, cilastatin 4 mg and relebactam 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0739,"Injection, cabotegravir, 1mg, fda approved prescription, only for use as hiv pre-exposure prophylaxis (not for use as treatment for hiv)",Included rule,,,,,,,Yes
,,,HCPCS,J0780,"Injection, prochlorperazine, up to 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0878,"Injection, daptomycin, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0891,"Injection, argatroban (accord), not therapeutically equivalent to j0883, 1 mg (for non-esrd use)",Included rule,,,,,,,Yes
,,,HCPCS,J0636,"Injection, calcitriol, 0.1 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J0638,"Injection, canakinumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0698,"Injection, cefotaxime sodium, per gm",Included rule,,,,,,,Yes
,,,HCPCS,Q5146,"Injection, trastuzumab-strf (hercessi), biosimilar, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0202,"Injection, alemtuzumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9248,"Injection, melphalan (hepzato), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9260,"Injection, methotrexate sodium, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9214,"Injection, interferon, alfa-2b, recombinant, 1 million units",Included rule,,,,,,,Yes
,,,HCPCS,J9185,"Injection, fludarabine phosphate, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9198,"Injection, gemcitabine hydrochloride, (infugem), 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9208,"Injection, ifosfamide, 1 gram",Included rule,,,,,,,Yes
,,,HCPCS,J9179,"Injection, eribulin mesylate, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9076,"Injection, cyclophosphamide (baxter), 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2805,"Injection, sincalide, 5 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J3070,"Injection, pentazocine, 30 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2941,"Injection, somatropin, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0023,"Injection, cimetidine hydrochloride, 300 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0034,"Injection, ofloxacin, 400 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4215,"Axolotl ambient or axolotl cryo, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1445,"Injection, ferric pyrophosphate citrate solution (triferic avnu), 0.1 mg of iron",Included rule,,,,,,,Yes
,,,HCPCS,J3280,"Injection, thiethylperazine maleate, up to 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3320,"Injection, spectinomycin dihydrochloride, up to 2 gm",Included rule,,,,,,,Yes
,,,HCPCS,J8650,"Nabilone, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1426,"Injection, casimersen, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1165,"Injection, phenytoin sodium, per 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0901,"Vadadustat, oral, 1 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J1072,"Injection, testosterone cypionate (azmiro), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1271,"Injection, doxycycline hyclate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1270,"Injection, doxercalciferol, 1 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J1335,"Injection, ertapenem sodium, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1299,"Injection, eculizumab, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1305,"Injection, evinacumab-dgnb, 5mg",Included rule,,,,,,,Yes
,,,HCPCS,J0134,"Injection, acetaminophen (fresenius kabi), not therapeutically equivalent to j0131, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0167,"Injection, epinephrine (hospira), not therapeutically equivalent to j0165, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0120,"Injection, tetracycline, up to 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0165,"Injection, epinephrine, not otherwise specified, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0139,"Injection, adalimumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0163,"Injection, epinephrine in sodium chloride (endo), 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,G9663,Any ldl-c laboratory result >= 190 mg/dl,Included rule,,,,,,,Yes
,,,HCPCS,J1834,"Injection, isoniazid, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1746,"Injection, ibalizumab-uiyk, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1742,"Injection, ibutilide fumarate, 1 mg",Included rule,,,,,,,Yes
